사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-01,6호선,451,상수,2,0,862,577,2309,2359,5992,5184,10579,18528,6682,15469,4625,10868,4985,9496,6252,10881,7152,12345,8167,11177,8862,11483,10757,12901,14822,15352,21144,18466,14172,11697,14910,6034,19069,6567,5208,3160,1848,1706,0,27,0,0,0,0,0,0
2021-01,6호선,452,광흥창(서강),0,0,2114,1017,5435,3584,13474,11085,18264,30280,11635,13926,7664,7267,7875,6389,8416,6815,8851,7477,8661,7596,9209,8525,10514,8968,15702,11375,26742,17844,11449,13441,7788,8032,7186,9834,3015,4680,970,2019,0,75,0,0,0,0,0,0
2021-01,6호선,453,대흥(서강대앞),4,0,1696,706,3971,3275,10905,7589,15864,25243,9565,13964,6801,8520,7185,7021,7927,8106,8222,8491,8210,8241,9032,8544,11231,9303,14807,11133,20148,17390,9769,12139,7934,7426,8820,8504,3982,4465,1269,2096,0,87,0,0,0,0,0,0
2021-01,6호선,454,공덕,78,1,3567,1824,6272,7610,15182,28607,21924,80680,14986,44656,12152,18782,14051,14198,15346,14572,16459,15231,17147,15114,20900,15121,23490,16201,40666,19396,73563,29879,30014,19110,24861,10800,26116,13197,7033,5887,2073,2746,4,781,0,0,0,0,0,0
2021-01,6호선,455,효창공원앞,3,0,1797,497,3788,2884,12191,4883,19403,17350,10895,10611,6986,5638,6495,5172,7076,5755,7260,6189,6960,6031,7416,6735,8894,8115,11738,9688,17174,15678,8233,11710,5427,7010,5242,8185,2094,4032,936,1530,0,210,0,0,0,0,0,0
2021-01,6호선,456,삼각지,0,0,965,584,2370,3726,5030,10958,7443,19290,5636,7241,3758,4151,4430,3830,5102,4062,5613,4337,5563,3902,6936,4052,8507,4888,14308,6259,17873,8320,8283,5687,6334,4137,6955,5316,2802,2311,952,1210,0,63,0,0,0,0,0,0
2021-01,6호선,457,녹사평(용산구청),17,0,761,345,1463,3417,3450,6422,5925,14411,4344,6697,3488,5153,3617,4206,3865,4921,4661,5405,4942,5495,5735,5652,7667,5857,10228,6789,13966,8716,7887,5779,6981,3743,9304,4509,3018,1919,976,992,0,64,0,0,0,0,0,0
2021-01,6호선,458,이태원,1,0,1697,773,3383,6248,7134,9103,11082,18130,8313,15742,6105,11341,6817,9707,8220,10732,9560,11941,10423,12272,12465,12932,16517,13886,19505,15813,23214,18783,15866,12979,16098,7740,18029,9081,5003,4582,1869,2179,0,286,0,0,0,0,0,0
2021-01,6호선,459,한강진,3,0,423,588,1135,5992,2429,16304,3795,27805,3092,22637,2200,11227,2751,9641,3714,7945,4518,10046,5637,8558,8488,8400,13008,8327,19949,8826,26090,8939,16900,4784,15059,2340,15097,3081,4357,1149,882,632,0,387,0,0,0,0,0,0
2021-01,6호선,460,버티고개,2,0,543,274,1530,1257,3770,2026,6211,4478,3765,2586,2698,1825,2368,1820,2601,1769,2383,2119,2311,2480,2915,2614,3029,2813,3806,3530,5099,5646,2784,4484,1684,2935,1524,3803,780,1671,244,862,0,46,0,0,0,0,0,0
2021-01,6호선,461,약수,1,1,894,168,1471,1547,3469,4589,5594,14179,3922,6822,3333,3843,3342,3398,3847,3588,4122,3877,4196,3825,4509,4369,5187,4264,6668,4983,9834,6397,4932,4108,4247,2371,4415,2702,1598,1385,544,602,0,34,0,0,0,0,0,0
2021-01,6호선,462,청구,1,0,1346,406,2291,1638,5418,5115,7891,20027,4711,8996,3399,4174,3093,3290,3348,3369,3865,3430,3823,3336,4082,4098,4919,4479,6567,4743,11096,6295,7108,4522,4511,3096,3963,3790,1709,1948,559,950,3,113,0,0,0,0,0,0
2021-01,6호선,463,신당,168,2,7120,804,4696,4751,5371,9774,8141,29790,6608,18881,5979,10991,7373,8084,8591,6475,7165,7238,7974,6620,9581,6229,11297,6856,14245,7583,21688,9986,12558,13972,11165,7229,9912,6401,4137,4867,1808,7410,1,727,0,0,0,0,0,0
2021-01,6호선,464,동묘앞,131,2,3691,507,3590,3899,6981,6235,10208,21497,8586,15964,7456,11102,9354,11153,11848,11179,11533,11993,14085,12467,16334,11411,17451,9944,19519,9961,19305,12619,9517,10258,6635,6585,5670,7934,2504,4267,784,5352,6,502,2,0,0,0,0,0
2021-01,6호선,465,창신,2,0,1811,339,4081,1261,10643,2721,14004,5060,7121,2613,4170,1941,3850,1874,3715,2205,3660,2707,3073,2524,3182,2923,4059,3688,3670,4850,3291,8312,1906,7215,1848,4383,1388,5617,771,2214,252,1197,0,23,0,0,0,0,0,0
2021-01,6호선,466,보문,3,0,2640,811,5680,3162,15195,5399,23378,15600,12712,8000,7102,5127,6790,4652,7336,5380,7788,5784,7033,5782,7274,6908,8898,7754,10597,11003,14047,17719,6963,14858,5181,9638,5123,11612,2374,5696,1296,3040,0,68,0,0,0,0,0,0
2021-01,6호선,467,안암(고대병원앞),22,0,898,1056,2183,4423,6581,12830,8595,26887,7460,24822,7953,13953,9152,9957,9744,11105,10051,12774,11543,11079,14019,9407,18460,9062,27087,10295,23903,12951,12872,10640,12148,6468,12695,8694,6291,4418,3362,2446,0,213,1,0,0,0,0,0
2021-01,6호선,468,고려대(종암),13,1,2805,675,5816,2972,16225,7874,19862,19335,11386,8745,7037,5339,6799,5581,7527,5963,7972,6961,7510,6532,8285,7498,11259,8380,15287,10794,15089,18795,6947,16226,6316,9684,5876,11832,2657,5994,1109,2665,1,69,0,0,0,0,0,0
2021-01,6호선,469,월곡(동덕여대),7,0,4849,817,9785,2743,30127,5506,36862,19309,17969,12920,12208,8689,11059,8653,11892,9396,12125,10051,11692,10825,11877,13222,13442,15197,13448,19784,18582,33381,9460,28810,7710,15181,6167,18204,2920,8494,1284,3465,3,76,0,0,0,0,0,0
2021-01,6호선,470,상월곡(한국과학기술연구원),17,3,3754,466,7115,1554,18353,2538,23714,9194,12259,4674,7700,3831,6427,3765,6439,4413,6572,4470,6158,4878,5717,6150,6226,7464,5678,10304,7591,16268,4722,14957,2588,9069,2051,10377,1239,5482,833,2250,0,86,0,0,0,0,0,0
2021-01,6호선,471,돌곶이,17,0,5098,643,10177,2284,25655,4689,30866,12054,15151,7514,9860,5980,8919,5596,9252,6609,9232,7203,8575,8050,8357,9399,8875,11183,9594,15171,10305,24651,6978,21346,4369,12791,3734,13036,2279,7443,842,3187,0,284,0,0,0,0,0,0
2021-01,6호선,472,석계,765,1,6509,1653,16104,4282,39390,5276,45556,10155,23440,7968,15689,6869,12869,7988,13342,9758,13917,10546,12479,11727,11531,15657,11081,19057,11568,25659,11151,43355,8340,38247,7292,20666,6718,22351,2764,11733,1289,5099,11,467,0,0,0,0,0,0
2021-01,6호선,473,태릉입구,5,1,3349,593,5711,2203,14654,2761,17426,5988,8706,4897,5622,3698,5296,4021,5604,4571,6000,5421,5714,5531,5384,6477,5474,7758,6266,10717,6330,18337,4291,16089,3517,7928,3478,10085,1612,5006,697,2410,0,416,0,0,0,0,0,0
2021-01,6호선,474,화랑대(서울여대입구),14,0,4338,746,16508,2278,47583,4513,44183,8516,19789,4931,12155,4820,9884,4847,10515,5435,10714,6436,8867,6703,8807,8568,9736,10232,9650,16306,8626,30293,4623,28765,3010,15678,2953,16337,1754,9184,686,3565,1,326,0,0,0,0,0,0
2021-01,6호선,475,봉화산(서울의료원),6,1,4054,950,11888,2249,38577,4713,34274,10672,14910,5265,9918,4393,8506,4677,8990,6268,8869,6921,7819,7207,7544,8697,7456,10569,8869,15001,8359,26794,3808,26162,3354,15135,3082,14651,1514,8633,560,2918,0,330,0,1,0,0,0,0
2021-01,6호선,476,신내,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-01,7호선,477,장암,1,0,1082,74,4873,908,12625,963,8988,1344,3173,1242,1528,1488,1241,1150,1389,936,1414,918,1582,841,1948,827,2236,805,2486,1049,1945,2171,1033,2681,776,1193,595,775,223,602,53,248,1,7,0,0,0,0,0,0
2021-01,7호선,478,도봉산,14,0,3794,629,13813,3557,42512,5521,34412,8536,16276,9089,9039,12078,8021,10212,8343,9969,8253,9576,8755,9762,9323,9925,9293,11830,8112,16221,7239,29413,3473,35712,2484,20478,2067,20194,1115,12875,284,4315,10,764,0,0,0,0,0,0
2021-01,7호선,479,수락산,18,0,7038,564,17053,4300,42239,6516,39392,13705,22417,12071,14747,13601,13392,11491,14331,11623,15242,11802,15228,12069,15232,14435,14993,16685,14544,21176,15205,36281,8764,38084,6596,22197,5774,21417,2286,14044,607,5008,5,618,0,0,0,0,0,0
2021-01,7호선,480,마들,4,0,8309,1182,18330,2044,50214,5306,46626,9119,22284,7572,15566,7548,13712,8237,14477,9447,13786,10539,12407,12038,11684,14004,11306,16325,9973,21443,9215,38277,5391,40429,4384,21963,4087,21679,1994,13430,642,5325,1,720,0,0,0,0,0,0
2021-01,7호선,481,노원,74,2,5795,1903,11578,4726,30348,10323,30438,37682,22303,35572,22110,27907,24769,24697,24598,25513,26580,29748,28970,31558,30883,31314,32271,31602,31721,33052,37793,44833,22075,35895,27243,17413,23333,17057,5072,9938,1605,4185,5,615,0,0,0,0,0,0
2021-01,7호선,482,중계,16,0,7231,1682,18392,3546,51240,8054,52647,15467,26386,9033,17299,7265,15085,7652,15594,9706,14476,10830,12875,11320,12688,12918,12901,15405,13733,21616,12576,38376,6463,39366,5004,23059,5817,23794,2739,13977,725,5054,5,657,0,0,0,0,0,0
2021-01,7호선,483,하계,24,0,6565,1158,19309,4933,56190,10476,58615,18670,30518,14660,20432,11096,19286,11796,20072,14064,19485,16506,18125,16663,19391,18788,19676,20987,20721,28139,17967,49185,10610,49426,9936,27548,9198,29500,4193,15859,1068,6210,1,635,0,0,0,0,0,0
2021-01,7호선,484,공릉(서울과학기술대),13,0,5279,896,11002,3011,29454,6621,36020,17845,17825,11172,12631,8692,11807,8322,12741,10294,13380,11752,13098,11551,13304,14071,13890,16696,15194,20661,17990,32730,9625,30881,8517,16692,8146,18915,3266,10549,1081,4842,1,254,0,0,0,0,0,0
2021-01,7호선,485,태릉입구,84,1,5607,1049,6174,3912,16749,6222,21362,14343,12706,7916,9096,6021,8325,5882,8381,6537,8879,7300,9274,7626,9847,8469,9871,9667,13338,12686,13796,18297,8102,16752,6296,10219,6596,12547,3019,6025,1064,2628,5,1009,0,0,0,0,0,0
2021-01,7호선,486,먹골,18,0,6055,640,10579,2398,29608,4273,37299,12261,20593,7650,12596,6974,11151,7376,11533,8330,11325,9321,10944,10161,10365,12391,10172,14996,11459,20400,12818,31497,7521,29806,5843,17186,5398,17975,2168,9384,758,3878,3,341,0,0,0,0,0,0
2021-01,7호선,487,중화,20,0,7123,842,12051,3401,30573,6257,40975,19069,21995,9442,13203,7062,10990,7750,12331,8453,12198,9173,10939,10365,10632,13121,11877,15074,13654,19494,15429,33284,8558,30711,6241,18105,6341,20445,2530,10023,918,4046,1,314,0,0,0,0,0,0
2021-01,7호선,488,상봉(시외버스터미널),263,0,8425,1116,15666,6430,41788,11116,59801,27702,30324,16652,17270,12075,15505,12574,17006,14414,17386,16086,16926,16757,18359,18283,21108,21623,25379,29149,26970,49182,17455,43542,15547,23368,14279,26765,5191,12804,1806,5688,7,571,0,0,0,0,0,0
2021-01,7호선,489,면목,11,1,10169,682,18617,4788,47547,6534,62955,18220,33955,11180,18521,10133,15249,10796,16289,11783,16139,12835,14553,14585,14082,18643,15438,23393,16097,29349,16376,49958,11751,45601,7432,26568,7018,30410,2855,14345,971,5747,0,519,0,0,0,0,0,0
2021-01,7호선,490,사가정,9,0,9836,1178,18041,6157,46230,9109,59243,21902,34203,13295,20293,12298,17844,12889,18473,13561,18251,14579,16974,16428,16921,20697,17206,25028,19171,32181,20012,53571,13371,47550,11393,26545,10074,29047,4168,14000,1218,5325,2,477,0,0,0,0,0,0
2021-01,7호선,491,용마산(용마폭포공원),3,0,4282,427,8968,1921,19238,2720,25129,7413,13536,4369,7328,4269,6036,4082,6301,4417,6029,5068,5622,5542,5639,6602,5880,7877,5753,10352,6320,18960,3577,17283,2159,10512,2098,12864,1266,6137,493,2177,0,179,0,0,0,0,0,0
2021-01,7호선,492,중곡,6,1,4537,437,10219,3637,25010,6256,39399,15038,21766,8220,12125,6975,10868,6761,10753,7743,10792,8427,10413,9404,9618,11700,10864,13272,12358,17587,11550,28230,7336,25399,5282,14732,4927,17804,2362,8375,739,3585,0,73,0,0,0,0,0,0
2021-01,7호선,493,군자(능동),29,0,6635,773,11735,5032,27616,6651,48246,22431,31522,14556,15715,9375,13373,8529,13988,9230,15126,9844,13735,10628,14328,14388,16148,15394,20439,21774,26715,36155,16361,29138,14219,17418,14201,19593,5171,9214,1731,3938,5,228,0,0,0,0,0,0
2021-01,7호선,494,어린이대공원(세종대),1,0,2467,603,5449,7519,14114,12373,25255,34685,18110,24081,9546,12720,11249,9693,10794,11151,10838,13915,11396,11768,14218,12442,20867,12412,25161,15385,31005,22507,16363,18554,12498,12574,13575,14565,6883,6938,2827,3903,3,130,0,0,0,0,0,0
2021-01,7호선,495,건대입구,23,1,2713,988,3774,5854,9879,14656,15565,25916,12103,22898,10059,15452,10599,13251,11642,15620,12185,16692,14548,16914,18386,16591,21353,17072,30170,20592,30257,28638,19944,20070,27050,10133,21325,11729,6127,5168,2454,2544,2,766,0,0,0,0,0,0
2021-01,7호선,496,뚝섬유원지,4,0,3513,366,7063,3056,15791,4899,24103,10002,15637,6557,8086,4523,6637,5218,7022,5779,7235,6791,7107,7908,7768,9248,8185,10054,9309,13719,10996,20787,6263,16489,5345,10504,5472,13517,3166,5377,981,2496,0,134,0,0,0,0,0,0
2021-01,7호선,497,청담,14,0,1678,3281,5366,22665,7872,48823,10873,118985,8915,84384,8101,30754,10517,18259,13071,15760,14414,17756,17854,15478,24274,12967,31260,12693,54375,13348,91933,14613,49217,10354,30951,7070,31569,8158,11026,2819,2341,1504,1,567,0,0,0,0,0,0
2021-01,7호선,498,강남구청,2,0,993,1576,2908,9875,5070,26783,7561,87208,6331,81028,6688,32051,8096,18659,9811,15498,11792,16829,15400,13845,19693,12138,22548,12066,38083,12755,73011,13434,45420,9282,30726,6468,34979,6053,10290,2469,2797,1579,4,146,0,0,0,0,0,0
2021-01,7호선,499,학동,2,0,1589,2283,4157,21315,6538,44970,9422,157853,8432,119860,8352,40106,10343,20218,12970,16668,15054,18949,19345,16895,24939,14190,32641,13610,62588,13812,138970,14021,70582,9612,37781,6220,39244,7046,13713,2911,3400,1778,5,96,0,0,0,0,0,0
2021-01,7호선,500,논현,4,1,1638,1237,4019,14975,6651,38099,12974,104640,10630,83896,9535,34265,11678,20264,13636,17731,14831,20396,17710,19994,22410,18370,28430,17432,49197,19904,90076,23056,52514,13350,35957,8455,43718,9032,12944,4315,3849,2715,12,184,0,0,0,0,0,0
2021-01,7호선,501,반포,3,0,615,480,2174,4882,5323,9471,8638,16634,6001,14438,3841,7138,3869,7298,5438,6414,6132,6661,6583,5864,7852,5537,10919,5565,13130,6505,14689,8856,9660,5613,8168,3567,10765,4269,2304,1649,707,773,4,64,0,0,0,0,0,0
2021-01,7호선,502,고속터미널,12,0,916,2582,2626,20070,7805,32294,12592,42995,13589,29433,13789,18388,15643,16654,15895,15261,17037,18417,19013,17037,26316,12745,29660,12294,45026,12453,41164,13921,23974,9127,26226,5854,22825,7701,12355,2099,2750,898,5,101,0,0,0,0,0,0
2021-01,7호선,503,내방,3,0,1974,1358,5872,9113,13751,20737,22538,69995,15717,39142,10739,16162,10888,12357,11956,11838,14486,13491,14679,12949,16160,12386,20450,13740,31882,16653,61210,24108,23145,17166,17003,10412,18062,11727,6740,5215,1636,2135,2,788,0,1,0,0,0,0
2021-01,7호선,504,이수,23,0,3468,928,6852,7778,20984,12513,34581,35806,22311,25021,14579,15136,13911,13468,15301,14469,17463,15731,17679,16373,18977,17460,21644,20449,25733,25337,36956,40541,20398,27470,21531,15503,23520,17551,6759,7492,2176,3880,1,297,0,0,0,0,0,0
2021-01,7호선,505,남성,4,0,4593,625,10626,3255,30454,4669,46960,12684,25971,8590,14483,7445,12031,7529,11930,8549,12516,10073,11451,10557,10890,12944,10545,15414,11842,20560,12145,36200,6902,29361,6627,17526,6696,19676,3075,9343,1130,4245,5,289,0,0,0,0,0,0
2021-01,7호선,506,숭실대입구(살피재),7,0,4579,658,9614,3006,28355,6013,41467,13319,22521,13830,13190,8849,12597,8630,12555,10268,12897,10698,11856,10924,12435,13725,13240,16809,16564,22081,14251,37875,8605,30938,7887,19026,7954,21784,3985,10733,1426,4559,6,455,0,0,0,0,0,0
2021-01,7호선,507,상도,0,0,3606,1197,8359,4114,23655,6891,34710,14054,20294,10712,12163,8327,10990,7712,10921,8197,12376,9690,11254,9615,10872,11355,13227,13017,13911,18475,13650,30489,7575,24046,7021,15233,7486,17926,4026,8397,1413,3647,6,298,0,0,0,0,0,0
2021-01,7호선,508,장승배기,17,0,5613,738,9708,3357,23680,6368,35947,15094,20166,8617,11749,7598,10243,7668,10668,8027,11303,9099,10280,9830,10115,11836,10436,13196,11431,17677,13341,28845,7133,23779,6128,14096,6808,17565,2706,7811,912,3403,5,326,0,0,0,0,0,0
2021-01,7호선,509,신대방삼거리,4,0,8583,952,14814,6499,41247,10043,66240,25321,35010,15990,18562,11627,16611,10729,17093,12057,17328,13918,15873,14957,15979,18138,17236,20534,19150,29269,24631,53759,13028,43614,11322,25558,10307,27689,4472,14316,1551,6279,3,534,0,0,0,0,0,0
2021-01,7호선,510,보라매,24,0,4696,989,6938,5433,18356,12434,27344,32242,15310,12080,8579,6842,8182,6336,9096,7217,9580,8644,9016,7957,9537,8950,12039,9715,15515,14376,27859,24225,9837,19696,8001,11456,7628,12777,2739,6408,893,2818,1,307,0,0,0,0,0,0
2021-01,7호선,511,신풍,35,0,7969,925,13483,4198,33610,8747,44101,17710,23808,9232,13370,7596,11033,7998,12225,8680,12215,9784,10984,9776,11129,12575,11702,15090,14614,22405,16072,36444,8677,28659,6686,17019,5722,21102,2796,9776,903,3956,2,530,0,0,0,0,0,0
2021-01,7호선,512,대림(구로구청),18,1,8572,668,7654,3020,12857,5133,16656,14822,12181,10069,8315,9979,8489,10525,9861,10048,10414,10808,10595,10793,11526,11329,11245,11957,13705,17041,15731,18267,9515,11881,7556,8497,6507,12240,2347,5365,914,2046,0,67,0,0,0,0,0,0
2021-01,7호선,513,남구로,17,0,16237,1717,14561,6007,26280,26701,29132,87269,17939,42740,11570,15576,10827,12049,11994,12198,12078,12780,12027,12070,13269,13744,16088,16834,34835,28857,66874,28259,32530,20527,18119,13598,13793,18282,5196,9681,1782,3510,1,174,0,0,0,0,0,0
2021-01,7호선,514,가산디지털단지,538,4,6857,5368,7707,20993,17159,105504,20214,343504,13738,198778,13331,53880,17102,31492,21883,27998,25563,29898,30475,26253,38664,24047,57471,22155,163612,23270,283331,26470,129941,19110,74823,11119,61498,11407,19031,6300,5408,2766,15,336,1,1,0,0,0,0
2021-01,7호선,515,철산,3,0,8045,3616,22385,8616,66196,12263,74414,27322,35879,21623,21545,16629,19776,15378,21212,16923,21010,19860,20165,20866,20389,23274,22584,27585,27184,42974,27985,74862,17736,62824,19155,31732,20210,33783,6398,16852,1799,6236,12,684,0,0,0,0,0,0
2021-01,7호선,516,광명사거리,174,1,18347,4007,27189,10707,66627,13891,80743,22499,39614,19902,24182,17310,22271,18924,24191,21881,26022,23587,24653,24544,25057,29569,26717,33329,29119,45548,26694,74130,17172,59161,15491,32315,12092,34746,4709,17594,1601,6987,15,701,0,0,0,0,0,0
2021-01,7호선,517,천왕,26,0,6010,1054,13770,3824,39052,5523,49921,9991,24299,6237,12138,5199,10450,5993,11493,7316,11127,8379,9179,8726,8597,10814,9773,13626,10091,19889,9890,39664,5294,34237,4015,18325,3795,18976,2010,9506,551,3854,1,299,0,0,0,0,0,0
2021-01,7호선,518,온수(성공회대입구),99,0,6023,943,12871,3124,41232,5684,50486,10790,21566,6046,10635,4592,8625,4507,9401,6036,9215,6563,7504,7172,7367,8700,8310,11526,9583,17690,9499,38257,5039,30325,3898,17041,3424,18327,1632,9913,413,3637,5,1535,0,0,0,0,0,0
2021-01,7호선,519,까치울,0,0,3093,646,8557,3289,25271,4524,32245,6814,14719,3742,7706,3444,6874,4438,7427,5152,7454,5683,6417,6045,6792,6206,7014,9411,7776,14251,7623,25772,4242,22292,3620,13658,3174,14096,1505,7009,346,2452,0,2,0,0,0,0,0,0
2021-01,7호선,520,부천종합운동장,19,1,2642,758,5050,2613,13534,4860,16611,9858,7735,3289,4581,2970,4227,2529,4259,2646,4257,3159,3684,3371,3817,3523,4852,4080,6250,5842,7850,11213,3393,10013,2432,5836,2048,6041,900,3014,270,1537,0,7,0,0,0,0,0,0
2021-01,7호선,521,춘의,1,0,3912,1066,7915,6008,19822,25481,20831,50455,10685,15246,7417,6701,6583,5002,7218,5810,7415,6900,7506,5982,8147,6927,10644,7366,24350,10322,39499,17601,14166,15363,9551,9818,8427,10207,3047,5275,706,2586,0,14,0,0,0,0,0,0
2021-01,7호선,522,신중동,10,1,4381,1546,13473,5195,37016,12463,36744,39304,17417,23132,12097,12472,12393,9529,12972,12202,13101,13720,13883,11815,14500,14045,16286,15624,21552,21214,36704,35032,16120,33969,17787,16761,12559,16086,4481,10519,1321,5459,2,140,0,0,0,0,0,0
2021-01,7호선,523,부천시청,3,0,4489,1981,13515,5885,34688,11289,35428,20248,15499,16597,10547,10312,10702,10346,11632,11384,11824,13017,12095,12843,13726,14377,15288,14816,18457,19658,22318,34790,13444,32399,16689,16765,13664,14405,3459,9398,844,4460,0,229,0,0,0,0,0,0
2021-01,7호선,524,상동,3,0,3379,1569,12629,4333,31194,8927,30448,23161,13612,21757,10091,11725,10640,11728,12103,13104,12371,14202,13014,14549,14328,14418,16547,15302,18405,20517,24291,33155,14302,30799,15372,16816,16875,13740,4947,9268,1508,4469,10,348,0,0,0,0,0,0
2021-01,7호선,525,삼산체육관,16,0,2412,215,8239,1242,20026,1739,18123,2997,8264,2209,5073,1908,4490,2369,4765,3137,4367,3151,4105,3712,3852,4171,3963,5275,4009,8238,3723,14529,2118,14605,1592,8984,1806,8083,950,4616,270,2166,4,299,0,0,0,0,0,0
2021-01,7호선,526,굴포천,19,0,5421,376,12594,2735,29211,3919,31415,9928,15360,7200,9037,6116,8273,5767,8746,6742,8745,7432,8167,8558,8047,8667,8514,12415,9559,17407,10905,30472,5917,31186,5600,17483,5887,16411,2371,8884,690,3980,6,485,0,0,0,0,0,0
2021-01,7호선,527,부평구청,35,0,7094,620,19132,4415,51684,8288,44421,11326,20394,5050,10848,4412,9460,4647,9915,5224,9640,6645,8524,6917,8455,8132,8409,10820,13037,14936,12460,31435,6602,33524,5210,20647,4750,19202,2534,11691,666,4689,0,713,0,0,0,0,0,0
2021-01,8호선,528,암사,24,0,12089,868,21089,4970,63200,7076,87640,16359,42260,11368,20841,9673,18485,10585,19406,13652,19350,13488,17229,16157,16456,21237,16539,23736,17421,34739,17832,64167,10366,50510,9576,29061,7975,35414,3266,13925,971,6523,1,990,0,0,0,0,0,0
2021-01,8호선,529,천호(풍납토성),42,0,9233,1447,13941,9409,34805,12717,48920,23076,27602,20673,15558,14646,14730,15356,16295,17579,17249,19418,16860,19605,17893,24571,19358,27615,22116,35455,25345,56126,17265,39796,17937,21673,14499,25694,4268,10431,1405,5086,8,792,0,0,0,0,0,0
2021-01,8호선,530,강동구청,3,0,4158,762,9191,4488,25323,12065,35390,32751,19357,12290,10995,8317,9988,8265,10531,7803,10850,10146,10794,10092,10998,10856,11695,13868,15112,18965,25112,31669,9581,24008,7441,14695,7008,16736,2973,7678,826,2717,4,342,0,0,0,0,0,0
2021-01,8호선,531,몽촌토성(평화의문),1,0,1134,878,2842,5405,7903,7796,12007,20252,6994,12409,4514,6539,4635,5401,4854,5393,5605,6001,6059,6017,7107,5898,9851,5942,12657,7598,17377,11749,7756,8622,6243,5558,6739,5877,2671,2980,908,1054,0,101,0,0,0,0,0,0
2021-01,8호선,532,잠실(송파구청),8,0,1063,1606,3467,7610,6883,22592,11292,60678,8014,32818,7140,18419,9494,19182,11252,19796,13828,21231,17142,22086,22108,22667,25984,20873,36413,22536,54438,27775,30861,14786,31972,7848,27518,7858,6477,2732,1355,1424,1,234,0,0,0,0,0,0
2021-01,8호선,533,석촌,0,0,2648,566,4668,3160,12526,6626,19709,18479,10915,14804,7442,8517,7677,8742,8324,9504,8973,10278,9032,10707,9675,11625,10812,12142,13014,16352,17427,23295,9411,16617,8216,9925,9867,11736,3423,4618,1114,2233,4,344,0,0,0,0,0,0
2021-01,8호선,534,송파,2,0,1951,546,7362,3673,20374,6575,26282,14097,13627,8160,8752,6127,8334,6258,8448,6627,8974,7583,8389,8275,9853,8871,9319,10669,10499,14284,13501,24244,6698,20257,5284,11353,5256,13762,2274,5307,700,2181,4,368,0,0,0,0,0,0
2021-01,8호선,535,가락시장,18,1,2246,2165,4562,5434,8312,11779,10595,32993,7444,14930,7412,11211,8721,10236,8796,8858,9138,10169,11296,10666,12670,9657,12341,10904,16458,11331,24654,15697,10657,10822,10499,7606,11480,8085,3093,4327,1109,2238,4,956,0,0,0,0,0,0
2021-01,8호선,536,문정,2,0,1901,2430,5188,9384,17762,42188,25170,147998,14968,81028,11327,25181,12433,13633,13501,13452,16007,15862,18959,13980,21306,15171,25800,15639,66626,18244,113912,26320,44204,20725,28381,11967,28559,12818,9851,6278,2040,2395,9,68,0,0,0,0,0,0
2021-01,8호선,537,장지,3,0,4642,1968,13370,8728,38546,20458,44821,49377,23730,27739,14321,19257,13446,16369,15175,18715,16024,16092,16453,18907,18609,20044,23848,22058,32201,26031,44820,46098,25162,30921,24388,18746,18354,19339,9008,9442,2121,3710,0,12,0,0,0,0,0,0
2021-01,8호선,538,복정,0,0,3681,1929,8450,8727,24108,10175,31541,17042,19116,9961,11205,6803,8571,6150,9290,7557,9161,7123,8461,7772,10455,8743,12503,10710,17246,15832,21437,27478,12072,20008,7782,12717,7531,15006,4527,6543,1349,2055,5,261,0,0,0,0,0,0
2021-01,8호선,539,산성,9,1,4347,572,9245,2246,23080,3355,26617,6363,14722,4314,8961,4771,7745,4578,7631,5513,7648,5900,7449,5804,6848,8003,6791,10358,7627,13408,6699,23252,3287,20443,2785,12671,2531,15200,1346,7694,539,3108,0,89,0,0,0,0,0,0
2021-01,8호선,540,남한산성입구(성남법원.검찰청),44,3,8704,1360,17902,4348,41052,10138,54833,19453,28585,10896,16335,8577,14635,8389,14334,9802,14627,10858,13530,11463,13009,14751,12987,17849,15932,22106,18041,39542,8496,34032,5919,20422,4743,24888,2473,12508,878,4968,0,95,0,0,0,0,0,0
