사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-01,경인선,297,송내,978,9,12793,6031,30699,12362,86882,24385,73258,61239,37146,35062,25426,17601,25874,16702,26220,19003,24839,21587,23655,21128,24715,23004,28466,29085,33659,42267,59728,75037,26494,70584,18678,40096,18702,40877,7561,22941,2934,8012,252,983,0,0,0,0,0,0
2021-01,경인선,298,부평,5812,42,15778,3892,29161,9269,67884,15105,65140,27730,34296,30521,28069,26037,29835,31467,33116,37833,34067,45085,34719,47414,37824,48055,42204,54860,46090,64754,45029,95926,34403,71009,39166,38852,45181,40883,12365,23897,4288,9119,496,1919,0,0,0,0,0,0
2021-01,경인선,299,백운,51,1,5848,1350,11350,3176,23145,3451,19877,6347,11087,5193,8688,4352,8418,5221,8462,6158,8343,6702,7550,6975,6804,8312,7775,9868,8497,12575,7589,21028,3662,18903,3189,12087,3048,11957,1362,7441,526,2912,52,443,0,0,0,0,0,0
2021-01,경인선,300,동암,289,1,16157,3880,24305,9076,42424,11573,40491,14894,24806,10894,17413,10987,16412,12283,17808,13709,17654,14958,15870,14723,15611,18407,18109,21709,21005,30679,19419,44075,11388,39403,10235,26780,9605,27640,4052,16016,1576,6292,68,831,0,0,0,0,0,0
2021-01,경인선,301,주안,798,20,10241,2745,20542,7487,50224,13793,41339,23354,26161,16204,18613,12514,19112,12165,21019,15522,21437,15981,20094,17864,21038,17303,23702,22503,28677,29310,30328,43037,16702,46652,16809,27022,16021,28039,6425,16608,2354,7450,96,897,0,0,0,0,0,0
2021-01,경인선,302,제물포,561,5,5887,1094,11172,3533,29891,7560,24863,17607,13753,10364,10970,7008,10912,6808,11883,8232,11582,9092,10323,9208,10798,9122,11610,11954,15323,15720,17862,22909,6606,23512,5281,14575,4411,15743,2159,9543,810,4340,14,668,0,1,0,0,0,0
2021-01,경인선,303,동인천,1208,2,5730,2061,12381,9536,31712,17468,23975,24581,15040,11954,13623,12396,14695,13534,16129,15317,17268,15949,17160,15751,18685,15065,20429,17740,27851,19115,30648,26103,13381,26848,10738,16465,8670,14966,3152,10167,890,3916,4,733,0,8,0,0,0,0
2021-01,경인선,304,인천,130,2,932,874,2445,2814,4646,3826,3735,5942,2224,2191,2171,2340,2739,3888,3916,4863,4491,4802,5339,4973,6060,4356,6523,3022,8967,2558,8596,2252,3649,1743,3016,1423,2064,1507,810,940,251,391,0,192,0,1,0,0,0,0
2021-01,경인선,305,구일,185,4,3177,1225,7515,2418,21401,4365,19848,8589,9107,4693,6684,3148,6181,3433,6478,4079,6401,4837,6016,5374,6145,6512,6148,7591,6857,11122,8032,21792,3512,18668,2791,9927,2995,11086,1190,4772,397,1893,6,111,0,0,0,0,0,0
2021-01,경인선,306,소사,825,55,13687,1805,13974,4578,29815,5925,26614,8319,15685,6601,12474,6293,10854,7137,10894,8071,10039,8606,9511,9364,9074,9521,9282,12959,10070,17321,9526,25452,5357,23729,4308,13403,3686,15931,1991,8558,654,3471,34,565,0,0,0,0,0,0
2021-01,경인선,307,부개,1280,10,7083,1765,13148,3630,31147,4023,24415,7548,13457,5336,9994,4733,9368,5749,9324,6378,9345,7098,7916,7868,7560,9374,8516,11953,9370,13991,8579,26493,4446,22199,3584,13080,3543,13999,1802,7993,578,2862,73,451,0,0,0,0,0,0
2021-01,경인선,308,간석,232,0,3894,837,9165,2116,18315,2909,15883,5808,8616,4053,6263,3386,5969,4386,6470,4885,6503,5413,5991,5750,6060,6112,6076,7423,6594,10616,6992,14616,3543,15454,3355,9093,3289,8819,1474,5615,614,2571,32,372,0,0,0,0,0,0
2021-01,경인선,309,도원,385,1,1835,503,2452,1320,4944,2381,4586,8036,3107,3515,3234,2828,3622,2834,3906,3071,3896,3621,3966,3453,3464,3613,4067,4039,4791,4032,5601,4614,1670,4356,1330,2894,1351,2893,591,1581,191,914,7,243,0,5,0,0,0,0
2021-01,경인선,310,온수(성공회대입구),115,2,4306,1022,6669,3022,18086,4558,17530,8824,9919,4497,7770,4296,7288,4178,7953,5466,8092,5690,7156,6121,6948,6978,7828,8825,8044,11072,8359,18933,4231,16382,3112,9468,2782,10170,1518,4972,488,1920,22,240,0,0,0,0,0,0
2021-01,경인선,311,중동,590,10,8409,989,13942,3468,33791,4744,26716,9693,13538,6250,10201,5584,9176,6065,9848,7524,9711,7919,8718,8589,8206,9496,8965,11621,9498,15445,10280,26120,5551,24333,4326,14422,3945,14716,1847,8190,625,3050,32,496,0,0,0,0,0,0
2021-01,경인선,312,도화,188,1,3329,491,5590,1704,13125,3506,10528,5673,6163,2828,4933,2796,4589,3072,4717,3782,4922,3520,4821,4176,4660,4183,4650,5794,5200,6503,5298,8684,2460,9581,1916,5729,1550,5950,959,3421,333,1790,10,380,0,1,0,0,0,0
2021-01,경원선,128,이촌(국립중앙박물관),57,1,947,456,2597,1623,5866,3330,6382,6834,5202,4086,4075,2556,3925,2427,4506,2655,4802,2965,4713,2840,5233,3349,6168,3815,7774,4517,7583,6176,3915,5009,3158,3540,3196,4439,1022,1955,267,811,9,179,0,0,0,0,0,0
2021-01,경원선,129,서빙고,26,1,668,554,1754,2231,2363,3548,2186,6659,1872,2484,1527,1305,1590,1258,1781,1235,2141,1310,2219,1429,2442,1624,3472,1869,5202,1998,5141,3011,2247,2322,1446,1328,1132,1896,523,769,121,352,22,82,0,0,0,0,0,0
2021-01,경원선,130,한남,60,0,1244,549,2113,3149,3670,8586,4975,11380,3704,9968,3640,4865,3815,3679,4014,3753,4142,4304,4839,3721,6010,4030,7131,4498,11811,4963,11984,5320,5934,4679,4313,2237,5306,3639,2068,1586,562,734,10,196,0,0,0,0,0,0
2021-01,경원선,131,옥수,0,0,0,12,3,17,18,19,98,185,51,8,51,84,20,131,15,59,18,17,23,6,11,12,204,38,217,35,38,26,245,16,8,15,67,34,9,9,5,1,0,0,0,0,0,0,0,0
2021-01,경원선,132,응봉,113,0,947,288,2074,944,5199,1304,5565,1725,3467,1100,2358,813,1881,987,2046,1245,2289,1508,1948,1780,1928,1922,1982,2666,2134,3096,2099,4024,1076,4292,884,2239,719,2308,350,1218,112,514,2,108,0,0,0,0,0,0
2021-01,경원선,133,왕십리(성동구청),539,4,4119,730,6462,3463,18606,7836,31002,15385,20303,10893,11251,11461,11125,12717,12965,15440,13995,16928,14974,18036,16736,20428,18257,23681,21107,31897,21884,49027,16407,35316,21007,20022,19656,20540,4483,9275,1513,4013,37,1607,1,0,0,0,0,0
2021-01,경원선,134,청량리(서울시립대입구),861,6,4565,897,6378,7290,21285,9141,26760,14839,15779,20124,17106,21629,14397,23079,19001,22294,22992,23348,22528,26618,25231,25766,24741,24229,22308,22723,24304,34821,15970,26389,19510,13203,10245,14520,4348,6722,1443,2513,9,986,0,0,0,0,0,0
2021-01,경원선,136,외대앞,283,2,3931,1061,6224,2699,13809,2806,17881,7503,10077,8360,8098,6533,9135,6466,9062,7621,9684,7771,9564,8567,11186,10160,11466,11704,9714,13570,8501,19332,7263,15587,5506,9778,5501,11342,2244,6271,889,2752,37,428,0,0,0,0,0,0
2021-01,경원선,137,신이문,854,25,7207,971,11787,1769,28722,3430,31437,6334,16513,3773,11755,4187,10121,5393,10268,6729,10576,7283,9282,8424,8382,11050,7614,12984,7301,17093,6505,27089,4292,22384,2891,14176,2589,14531,1399,7432,513,2771,33,416,0,0,0,0,0,0
2021-01,경원선,138,석계,905,17,4761,1495,8371,3149,19486,4041,22792,6448,13782,5116,11121,5408,10601,6456,10448,7354,10566,8245,9668,9703,9510,13425,8168,15974,8827,19858,8463,30315,5894,23217,5511,14202,5520,15144,2040,6882,569,2834,28,470,0,0,0,0,0,0
2021-01,경원선,139,광운대,1585,7,4747,960,10589,2086,25137,3573,24665,7242,12553,6762,8723,5264,7865,6008,8749,6837,8937,7875,8513,7979,8669,9933,8805,11075,8037,13517,7512,21842,5065,19499,4033,11571,4126,12174,1944,6690,770,3670,53,1172,0,0,0,0,0,0
2021-01,경원선,140,월계,386,3,4077,1026,7117,1789,18052,3059,16331,6191,9809,4677,8047,3859,7549,4645,8024,5843,7881,6059,7559,6165,6936,8003,7169,9838,7089,11374,6989,16194,3532,15471,2882,8017,2976,8946,1073,4865,377,1952,31,381,0,0,0,0,0,0
2021-01,경원선,141,녹천,737,5,3537,619,6275,1157,17022,1773,13566,3599,8630,1959,6189,2574,5229,2979,6627,3722,5858,3933,4772,4117,4816,5181,4606,6389,4637,7721,3826,11949,2856,11342,1591,6983,1737,6803,846,4109,273,1827,28,276,0,0,0,0,0,0
2021-01,경원선,142,창동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01,경원선,358,방학,345,5,8807,1414,11914,4226,23881,6369,21701,15643,13803,7834,12014,7789,10975,7486,11919,9108,12107,9344,11234,11482,10982,13528,10960,15445,11617,15855,14616,23159,7258,21769,5802,11645,4684,12448,2191,6866,629,2802,65,802,0,0,0,0,0,0
2021-01,경원선,359,도봉,196,6,5591,938,7264,2461,15671,3041,14757,7918,9447,5680,8051,5703,7427,5109,7302,6140,8241,6356,8315,7559,7756,8479,7320,9709,7636,10080,8049,13998,3439,13175,2489,7674,2258,7934,1135,4601,397,1616,46,493,0,0,0,0,0,0
2021-01,경원선,360,도봉산,71,2,5172,559,7424,1679,18234,2360,17877,4437,11282,6741,9036,10993,8951,9722,10856,11266,13918,9670,16565,8824,17921,7797,16414,6998,12376,6089,9335,7673,5040,7011,3271,4201,2432,4582,1103,2622,315,1104,24,407,0,0,0,0,0,0
2021-01,경원선,361,망월사,192,6,5994,760,9847,2521,20154,2836,19262,7430,11701,6097,9085,5379,8147,5203,8711,6956,8866,7029,7924,8455,7643,9469,7209,11140,7597,13154,7384,19533,3576,19017,3002,11318,2590,11385,1485,6631,537,2424,50,713,0,0,0,0,0,0
2021-01,경원선,362,회룡,742,20,11312,1962,20946,4551,43579,6106,34815,11015,20833,8579,16110,8305,15067,8481,15401,10946,14800,12037,12879,13427,11996,16053,11251,19697,10965,22633,8838,34303,5512,34449,4663,19670,4370,18938,1882,11652,497,3673,36,1163,0,1,0,0,0,0
2021-01,경원선,363,의정부,1653,14,7314,1655,18413,6131,38015,10306,34680,27601,19581,25919,16371,20974,18085,19822,20562,22735,21699,28579,23377,26659,25004,24380,26704,27551,29229,29782,32331,39920,20808,36845,24309,21826,18975,22081,6701,13618,1875,4903,127,1696,0,0,0,0,0,0
2021-01,경원선,364,가능,266,6,5869,1043,8856,2816,18892,4326,17044,8479,9585,6422,7973,4568,7363,4663,7689,5720,7400,6423,6772,6062,6799,7045,6559,9440,7589,9495,6923,16184,4335,15724,3645,9844,3236,8797,1596,6032,455,2329,42,469,0,0,0,0,0,0
2021-01,경원선,365,녹양,128,0,4296,707,6608,1918,14259,2952,11098,6521,6330,3701,5652,2434,5120,3294,5430,3763,4777,4052,4668,3622,4892,5283,4920,6297,5280,6918,6248,10739,2761,11534,2197,7588,1844,6254,984,4195,262,1672,14,456,0,0,0,0,0,0
2021-01,경원선,366,양주,1073,22,3969,1059,8908,4053,24524,8128,18259,8618,11194,5377,9819,4641,8604,5485,9103,6560,7765,5796,7191,6579,7268,7504,8527,8985,8105,11631,11086,17393,4827,16758,3054,11892,2656,10408,1301,6991,296,2326,7,848,0,0,0,0,0,0
2021-01,경원선,367,덕계,5,0,1664,352,5662,2363,9690,2013,7623,3387,4044,1519,3029,1244,2909,1394,2806,1762,2767,1580,2289,1986,2248,2597,3214,2911,3033,4954,3095,6181,1210,6543,966,4604,771,3815,379,2088,96,1040,6,215,0,0,0,0,0,0
2021-01,경원선,368,덕정,1,0,2664,1176,6824,3984,14810,8443,11966,9668,6885,4500,5547,2984,6163,3610,6179,4380,5881,4864,5220,4038,5291,5003,6009,5924,8323,9332,9560,10930,3783,11422,2634,7146,2515,7390,1511,4336,613,1806,72,355,0,0,0,0,0,0
2021-01,경원선,369,지행,14,2,3736,604,8332,1837,15765,3861,13877,8998,9484,5106,7012,3870,7344,5081,7214,5895,8115,6641,6669,6156,6360,7353,6183,8138,6878,11082,9280,13308,4619,14527,4788,9587,3955,8618,1708,6484,757,2649,33,636,0,0,0,0,0,0
2021-01,경원선,370,동두천중앙,11,0,1949,475,3752,1429,6698,2853,5988,6828,4774,3115,3830,2507,3955,3450,3883,3557,4243,3904,3870,3338,3849,3780,3279,3903,4420,4187,5570,5143,2222,5372,1572,3755,1113,3174,618,2400,194,1048,3,333,0,0,0,0,0,0
2021-01,경원선,371,보산,13,1,1168,383,1908,592,3341,1676,2383,2060,2111,1316,2011,1057,1900,1252,1930,1373,2050,1752,1953,1693,1961,1641,2048,2019,2561,2144,2119,2910,1362,3229,864,2016,559,1860,386,1334,178,540,3,110,0,0,0,0,0,0
2021-01,경원선,372,동두천,14,1,594,289,2038,1944,3699,6056,3909,3810,2747,1991,2516,2125,2395,2353,2010,2068,2523,2044,2310,2640,2500,2719,2437,2503,2948,2430,3726,3484,1827,3354,1006,2535,502,2223,298,1164,98,465,0,113,0,0,0,0,0,0
2021-01,경원선,373,소요산,86,0,538,235,666,745,2333,1742,1873,1654,2750,2616,2442,4098,3187,6103,4806,7916,6032,6584,8171,5141,9155,3973,7140,2749,4792,2150,3155,1404,1084,1051,849,998,531,790,236,843,64,427,0,166,0,0,0,0,0,0
2021-01,안산선,280,산본,521,1,6802,1440,19042,4908,44673,10457,43520,22677,19512,16583,14949,14295,14966,13536,16925,15492,17027,18106,16819,17669,17004,19596,18846,21932,19538,28949,23842,48517,15513,43008,15479,23748,16002,21323,4839,12939,1116,5096,37,428,0,0,0,0,0,0
2021-01,안산선,281,대야미,0,0,1994,669,6154,2858,13609,3896,14163,6915,7572,3281,5268,3231,5065,3359,5505,3806,5910,3900,5633,4376,5820,5035,6006,6089,6530,7420,7929,12567,3841,10355,2992,7220,2490,7656,1164,3909,363,1316,11,108,0,0,0,0,0,0
2021-01,안산선,282,반월,14,0,2672,572,6478,1742,13352,2852,12089,4436,7462,2946,5302,2469,5151,2893,4950,3323,5296,3885,4373,4055,3946,5356,4381,6013,4895,7229,5580,12462,2905,9956,2272,7339,1710,7722,842,3937,330,1472,11,121,0,0,0,0,0,0
2021-01,안산선,283,상록수,306,8,11954,1807,26566,6887,59293,9524,53180,13401,26954,10869,17615,8269,16534,9906,17417,11043,16279,13284,14384,14148,13715,16106,14894,20898,16046,30068,17149,53469,10935,50103,9025,31015,8602,33467,3898,18395,1222,7199,57,759,0,0,0,0,0,0
2021-01,안산선,284,한대앞,88,1,5574,781,13653,3157,24915,5557,20548,12055,11372,8511,8657,6712,8942,6516,9425,7159,8663,8244,8399,8124,8487,9185,9207,11328,11394,14959,13077,24154,6991,20428,6158,14125,6190,12778,2609,8379,794,3467,29,461,0,0,0,0,0,0
2021-01,안산선,285,중앙,116,2,5938,774,22065,6179,45374,9760,34043,25913,15508,21008,13974,14157,15359,14108,17924,17795,17209,20718,17457,20659,18919,20621,22086,22720,23471,29833,28252,47814,18130,40286,21070,24806,23980,23620,7125,14621,2051,6054,33,1005,0,0,0,0,0,0
2021-01,안산선,286,고잔,155,7,4055,725,10629,3692,24335,11103,16771,22647,8917,11277,8102,7820,9007,6787,8775,7373,7962,8998,8872,8186,9967,7740,10970,7890,15374,10843,19480,17929,7529,15645,6251,10206,6004,10008,2347,6550,1012,2935,36,627,0,0,0,0,0,0
2021-01,안산선,287,초지,171,1,2411,235,6999,3637,15748,7474,11264,9321,5672,3240,4072,2132,3884,2532,3958,2955,3829,3178,3487,3351,3814,3769,4307,3942,6645,6829,8588,11774,4080,11231,2690,7561,2552,7377,957,4432,283,1662,21,331,0,0,0,0,0,0
2021-01,안산선,288,안산,895,5,8166,1284,10624,14739,17444,36648,16534,29814,12464,12575,9819,9647,10758,11331,12157,11910,13344,11696,13741,11748,15537,11804,17374,12451,35045,16952,40295,20091,20403,17816,18744,12471,11389,11539,2941,6852,727,2566,18,628,0,0,0,0,0,0
2021-01,안산선,289,신길온천,7,0,1341,74,2879,1138,4832,2755,3941,2196,2403,1111,1811,993,1624,1141,1839,1238,1635,1159,1523,1413,1581,1695,1821,1675,2945,2691,2971,3939,1394,3566,1136,2489,707,2387,277,1545,93,630,1,172,0,0,0,0,0,0
2021-01,안산선,290,정왕,129,2,4695,252,7789,10273,14903,22565,11211,21919,7623,9944,7008,6128,7152,6333,7866,7383,8056,6837,7913,7312,9766,7840,10720,7753,16377,11113,21733,15306,10305,12428,8516,9888,5952,9174,1935,6124,606,2898,7,670,0,0,0,0,0,0
2021-01,안산선,291,오이도,149,0,5273,109,11981,5597,25751,11012,19217,10323,10043,6112,7977,5341,7699,6199,8851,8119,8887,8379,7832,9302,9117,9932,9909,10580,13624,13499,14838,20553,8753,19540,6941,12928,7287,13106,2512,7877,667,3960,0,1069,0,0,0,0,0,0
2021-01,안산선,292,수리산,5,1,2606,485,7502,1494,15433,3138,14254,3798,7767,2449,5156,2924,4734,2699,4771,2882,4589,3003,3977,3122,3739,3745,3492,4771,3732,5887,4102,11112,2201,9270,1404,5881,1339,6023,661,3413,182,1231,5,131,0,0,0,0,0,0
2021-01,과천선,230,선바위,2,0,923,869,4745,6804,14542,16819,18719,22569,11120,12933,6672,6228,6058,5162,6720,5398,6898,5174,7014,5038,7676,5750,10701,6757,18385,9619,24825,14111,12607,12584,8047,7460,6296,8502,2546,3833,497,1355,2,64,0,0,0,0,0,0
2021-01,과천선,231,경마공원,0,0,173,207,692,1881,1454,2183,2093,5253,1546,1359,1304,910,1106,1125,1003,987,1505,1147,1527,1071,1616,1106,1863,1493,3781,1607,4637,1756,863,1427,603,1031,470,1098,204,523,56,221,1,6,0,0,0,0,0,0
2021-01,과천선,232,대공원,2,1,73,289,120,2556,595,2995,865,6755,1146,6464,1250,7950,1906,4489,3048,3604,3756,5385,5137,4697,6711,2455,7242,1568,6452,958,7331,709,1846,604,813,306,392,357,186,142,83,99,3,7,1,0,0,0,0,0
2021-01,과천선,233,과천,7,0,1556,499,5507,5480,16780,3859,16143,6714,9409,4055,6128,3414,5998,3243,6242,3780,6554,4306,6394,4526,6733,4995,8757,6195,8678,8199,6246,14761,2860,12763,2034,7763,1616,9759,947,4223,187,1860,1,53,0,0,0,0,0,0
2021-01,과천선,234,정부과천청사,22,20,1316,830,4451,7866,11809,18754,11370,51311,7656,13828,6132,8352,6469,6375,7072,6873,8335,7176,8973,7075,10397,7047,14183,7855,23158,9692,42024,13530,12275,11846,10953,6423,9060,7883,2616,3264,525,1428,2,41,0,0,0,0,0,0
2021-01,과천선,235,인덕원,83,3,6492,1868,22294,10191,62632,29080,57288,87428,29893,31717,20816,15933,19496,13982,21136,15462,21345,17144,19931,17904,21319,20226,26380,24847,39795,35286,68794,59880,25776,58778,20961,31623,20885,34883,6811,20322,1408,6740,9,199,0,0,0,0,0,0
2021-01,과천선,236,평촌,27,0,2850,1889,15857,7323,44574,27838,37082,76596,18681,30044,13375,13045,12967,11388,14035,11601,13547,14452,14082,13038,16937,12457,18537,15481,34601,20406,58152,35394,23611,37019,19182,19957,17538,17068,7414,11540,1495,3275,6,186,0,0,0,0,0,0
2021-01,과천선,237,범계,45,0,5574,2303,25715,8966,66081,17436,57965,48997,28600,39537,20763,23797,21760,21303,24217,22593,24853,27651,25427,26539,28875,27213,31968,31456,37863,39958,50204,64705,30731,60446,36390,29945,32175,27802,7952,18120,1656,5138,7,349,0,2,0,0,0,0
2021-01,분당선,143,선릉,18,0,865,1041,2013,8800,3482,36502,5288,109562,4481,72573,5343,28876,6771,19780,8060,15441,9184,17358,10912,15032,14051,12710,22808,13156,38432,12937,65778,16116,31500,10104,21416,5116,25397,5833,5982,2637,1327,1527,34,350,0,0,0,0,0,0
2021-01,분당선,144,한티,21,0,1494,803,5738,7353,15610,18038,18716,41241,11582,37835,8802,20780,10570,16505,13443,19047,15053,21298,15880,14923,18742,14802,22253,16766,31922,21077,36780,25409,24779,20169,29297,11654,26384,13044,8746,5515,1519,2355,27,175,0,0,0,0,0,0
2021-01,분당선,145,도곡,84,23,967,849,2678,4680,6382,10892,9408,20956,6688,15470,5324,6902,5789,5956,6514,6031,7508,6068,7554,5961,9652,5614,10601,6256,16433,8413,19470,10833,9765,8953,7321,5765,6587,6702,2440,2611,543,1216,36,179,3,2,0,0,0,0
2021-01,분당선,146,구룡,0,0,360,359,1048,3937,2096,2903,2470,3965,1924,1840,1516,1265,1629,1199,1851,1328,2155,1363,1806,1423,2101,1423,4317,1547,4905,1935,2878,2727,1170,2144,779,1508,798,1834,368,923,88,446,0,37,0,0,0,0,0,0
2021-01,분당선,147,개포동,4,0,616,770,2494,5261,6549,3807,7094,7659,4350,5140,3525,3084,3254,2664,3514,3131,4062,3490,4169,3352,4479,3460,6446,4032,7396,5367,7322,8153,3637,7030,3070,4246,3218,5250,1255,2533,267,1048,5,38,0,0,0,0,0,0
2021-01,분당선,148,대모산입구,15,13,1601,1153,2816,9525,7071,3859,8145,7109,5143,3785,3953,2429,3477,2280,3990,2355,3611,2799,3566,2894,3894,3394,6860,3561,9468,4353,6551,6117,2486,5450,1652,3368,1346,4108,703,2051,267,987,15,71,0,0,0,0,0,0
2021-01,분당선,149,수서,52,2,2863,2246,5225,9283,17841,17723,26436,36990,16367,18826,13994,12801,11842,10009,14002,12228,14448,12326,10676,11339,15698,12849,18190,15751,24629,19769,32336,29346,13963,22970,14000,14902,10770,16140,7321,7235,3543,2353,20,291,0,1,0,0,0,0
2021-01,분당선,150,복정,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-01,분당선,313,수원,513,3,3324,511,7411,2947,19302,5329,19651,9520,9577,8190,6106,5723,6415,6412,7276,7309,7827,7914,7963,7985,9000,8065,10513,9535,12245,13904,15455,18704,10541,13262,11712,8218,10687,8461,3463,3420,1100,1546,23,263,0,0,0,0,0,0
2021-01,분당선,314,서울숲,90,1,1881,383,4280,5072,10669,9400,17724,30297,11743,18085,6277,8755,5553,6633,6324,7550,7107,8728,7513,8394,9547,8564,13239,9308,17655,11577,29804,17728,14078,12897,9234,7559,8257,9029,2580,3802,640,1687,17,379,0,0,0,0,0,0
2021-01,분당선,315,압구정로데오,35,0,1050,695,2842,9256,4088,19618,6133,56046,5261,86056,6176,42396,9077,28483,11932,24914,14152,24992,18543,22756,23792,21222,31480,21651,48787,25166,70358,26084,55543,12476,52533,4978,43378,5096,8617,2014,1521,1026,16,209,0,0,0,0,0,0
2021-01,분당선,316,강남구청,13,0,905,423,2112,3998,5418,12668,7620,44921,6235,34723,5521,16475,6554,10753,7502,10417,8708,11622,10206,10823,11142,10010,12970,9875,22087,12510,39964,14796,21659,10042,14442,5706,15190,6873,4591,2758,1082,1363,12,337,0,0,0,0,0,0
2021-01,분당선,317,선정릉,3,0,750,733,1603,4034,3386,10715,5697,43560,4647,35364,3858,13390,4689,7044,5275,6304,6183,7214,7369,6517,8489,6191,10629,5919,19391,6939,38578,7918,21588,5580,11812,3610,11294,4494,4492,2038,1136,1005,4,229,0,0,0,0,0,0
2021-01,분당선,318,가천대,28,5,4540,650,6232,2847,15012,4973,20968,12679,11700,7511,6812,5447,6161,5174,6523,6370,6607,6766,6571,6378,7049,7452,11409,9037,9728,12591,8822,20220,5041,17561,3714,12222,3634,15944,2131,8381,817,3826,34,222,0,0,0,0,0,0
2021-01,분당선,319,태평,203,7,12595,1320,17552,4777,34773,7355,53843,15957,32804,10425,18124,9646,14797,11039,15417,12378,15922,12885,14582,15304,14381,20059,14012,21712,16231,27647,16280,40469,8382,30159,7587,22673,6415,29867,2890,12296,865,4980,51,346,0,0,0,0,0,0
2021-01,분당선,320,모란,299,8,13045,2445,18373,8605,44062,19549,56144,28164,38161,20694,24311,17853,23524,19601,24019,22350,24899,26045,26944,27615,27067,31600,24610,31627,27503,35935,33210,50875,18516,39103,15677,28595,16002,32490,5701,14891,1879,6218,89,464,0,0,0,0,0,0
2021-01,분당선,321,야탑,147,8,5768,2603,15757,11646,43572,32781,53462,80867,33508,44821,24868,26613,26168,22512,27789,26349,27904,29878,29140,28260,32001,31283,35380,31527,49481,40907,71720,58456,32177,47466,28289,29757,26683,29308,8795,15879,2680,5996,95,779,1,0,0,0,0,0
2021-01,분당선,322,서현,173,1,3639,2730,10477,10230,27275,31699,33179,65140,22956,50569,18944,29875,21631,25501,24854,29017,26724,31710,30151,33476,34592,30872,37296,34190,51788,39075,68309,49826,40311,37584,48320,20895,40238,21928,10095,10219,2878,4238,112,502,0,0,0,0,0,0
2021-01,분당선,323,수내,142,2,1991,1670,5980,6747,14981,14083,18241,46355,11971,34682,9156,17565,10321,12505,12327,13711,13745,14351,15691,14346,17933,13891,20129,14087,28776,17075,42312,22960,21867,18588,24715,10956,17344,11955,5824,6127,1308,2257,55,285,0,0,0,0,0,0
2021-01,분당선,324,정자,276,4,2651,890,8212,12723,22345,22433,27141,53154,17447,35756,12287,17811,12947,13186,14691,13755,15074,15717,16356,15226,19133,15544,22337,19050,32755,24470,45844,37207,25890,29433,22528,18027,29826,19649,9375,9380,2899,3593,420,810,0,0,0,0,0,0
2021-01,분당선,325,미금,484,2,2863,619,9323,9893,20307,17165,25307,35412,18425,26784,16654,17285,18301,16487,19854,18507,20449,20804,21711,20096,25651,19349,25094,21933,28795,25039,32177,33232,16865,27325,16593,18855,17499,20959,5901,8945,1600,3677,42,695,0,0,0,0,0,0
2021-01,분당선,326,오리,667,26,3247,386,11256,6711,24773,12298,26366,31213,16249,16838,11134,9203,11411,8968,12151,9191,12878,9010,12278,10095,14198,10292,15904,11536,20931,13418,30094,20934,13138,19121,10823,12640,10110,12683,3911,6475,1162,2833,52,636,0,0,0,0,0,0
2021-01,분당선,327,이매,17,0,2105,959,5116,2849,11557,6019,12192,10654,7923,5654,6144,4065,6030,4115,6128,4982,5930,5095,6395,5097,6190,5716,7436,6917,9419,8428,10169,12105,4856,10292,3585,6621,4422,8550,1391,3891,387,1668,44,300,0,0,0,0,0,0
2021-01,분당선,328,보정,31,0,762,66,2416,1052,6718,2463,7215,3923,4631,1526,2829,1081,2673,1293,2522,1631,2617,1674,2629,1759,2595,2284,2612,2942,2993,3379,3285,5302,1366,4823,1085,3034,1234,3558,603,2255,141,987,7,55,0,0,0,0,0,0
2021-01,분당선,329,죽전,1001,13,3624,560,11886,5593,33828,12251,29724,18316,16369,16596,10947,18401,11531,12868,12737,13763,13551,14224,13809,15075,16286,15630,17724,19361,20232,22645,24158,36975,15550,34731,21922,20820,11086,23048,3775,11876,902,5631,8,2050,0,0,0,0,0,0
